,class
5797,8
5798,7
5799,8
5800,8
5801,0
5802,0
5803,3
5804,4
5805,1
5806,5
5807,2
5808,5
5809,1
5810,6
5811,9
5812,9
5813,4
5814,5
5815,2
5816,3
5817,2
5818,4
5819,4
5820,6
5821,6
5822,9
5823,6
5824,0
5825,7
5826,1
5827,0
5828,6
5829,7
5830,6
5831,4
5832,7
5833,7
5834,5
5835,3
5836,2
5837,6
5838,7
5839,6
5840,3
5841,8
5842,8
5843,4
5844,7
5845,1
5846,2
5847,3
5848,4
5849,1
5850,5
5851,8
5852,8
5853,5
5854,4
5855,3
5856,5
5857,8
5858,3
5859,7
5860,6
5861,6
5862,5
5863,4
5864,5
5865,5
5866,5
5867,5
5868,0
5869,3
5870,1
5871,3
5872,0
5873,3
5874,4
5875,4
5876,5
5877,9
5878,9
5879,7
5880,5
5881,7
5882,9
5883,2
5884,9
5885,3
5886,1
5887,3
5888,1
5889,3
5890,1
5891,7
5892,2
5893,8
5894,9
5895,5
5896,7
5897,8
5898,3
5899,9
5900,6
5901,8
5902,2
5903,6
5904,0
5905,9
5906,6
5907,8
5908,6
5909,6
5910,6
5911,1
5912,4
5913,4
5914,2
5915,3
5916,2
5917,5
5918,4
5919,0
5920,2
5921,6
5922,0
5923,4
5924,0
5925,7
5926,5
5927,2
5928,9
5929,2
5930,3
5931,8
5932,3
5933,8
5934,5
5935,0
5936,2
5937,1
5938,0
5939,4
5940,8
5941,7
5942,5
5943,3
5944,3
5945,8
5946,6
5947,3
5948,6
5949,4
5950,4
5951,5
5952,6
5953,5
5954,9
5955,0
5956,8
5957,3
5958,6
5959,4
5960,2
5961,3
5962,9
5963,2
5964,8
5965,1
5966,0
5967,6
5968,0
5969,8
5970,8
5971,7
5972,4
5973,5
5974,5
5975,4
5976,1
5977,0
5978,1
5979,4
5980,0
5981,6
5982,1
5983,6
5984,2
5985,7
5986,6
5987,9
5988,9
5989,9
5990,3
5991,3
5992,5
5993,6
5994,4
5995,7
5996,6
5997,1
5998,1
5999,7
6000,1
6001,0
6002,3
6003,8
6004,0
6005,8
6006,4
6007,2
6008,0
6009,2
6010,6
6011,7
6012,8
6013,0
6014,0
6015,5
6016,8
6017,1
6018,2
6019,4
6020,1
6021,4
6022,3
6023,1
6024,3
6025,2
6026,8
6027,0
6028,1
6029,3
6030,6
6031,9
6032,5
6033,6
6034,8
6035,8
6036,9
6037,6
6038,0
6039,5
6040,5
6041,1
6042,2
6043,1
6044,2
6045,5
6046,1
6047,1
6048,5
6049,0
6050,1
6051,3
6052,8
6053,0
6054,6
6055,4
6056,7
6057,6
6058,1
6059,4
6060,3
6061,3
6062,8
6063,0
6064,3
6065,1
6066,1
6067,8
6068,7
6069,7
6070,0
6071,9
6072,1
6073,1
6074,1
6075,6
6076,2
6077,6
6078,6
6079,6
6080,9
6081,1
6082,0
6083,2
6084,4
6085,3
6086,8
6087,6
6088,3
6089,8
6090,5
6091,4
6092,0
6093,2
6094,8
6095,8
6096,8
6097,9
6098,2
6099,7
6100,3
6101,6
6102,4
6103,4
6104,7
6105,4
6106,0
6107,0
6108,4
6109,7
6110,5
6111,8
6112,0
6113,5
6114,5
6115,5
6116,4
6117,5
6118,4
6119,1
6120,5
6121,4
6122,5
6123,7
6124,6
6125,6
6126,6
6127,6
6128,5
6129,9
6130,4
6131,0
6132,9
6133,4
6134,5
6135,2
6136,2
6137,6
6138,5
6139,0
6140,8
6141,7
6142,9
6143,9
6144,2
6145,4
6146,4
6147,6
6148,8
6149,3
6150,1
6151,5
6152,4
6153,2
6154,7
6155,5
6156,3
6157,0
6158,5
6159,6
6160,1
6161,4
6162,2
6163,6
6164,3
6165,0
6166,0
6167,0
6168,1
6169,6
6170,3
6171,2
6172,3
6173,1
6174,6
6175,4
6176,6
6177,7
6178,5
6179,3
6180,5
6181,5
6182,4
6183,7
6184,0
6185,8
6186,2
6187,8
6188,5
6189,3
6190,7
6191,8
6192,2
6193,7
6194,9
6195,2
6196,3
6197,1
6198,7
6199,0
6200,0
6201,1
6202,6
6203,1
6204,0
6205,0
6206,6
6207,6
6208,5
6209,1
6210,5
6211,5
6212,0
6213,6
6214,8
6215,1
6216,0
6217,4
6218,9
6219,0
6220,4
6221,5
6222,6
6223,6
6224,3
6225,1
6226,8
6227,7
6228,4
6229,1
6230,8
6231,2
6232,3
6233,2
6234,3
6235,3
6236,1
6237,0
6238,5
6239,5
6240,6
6241,6
6242,6
6243,3
6244,0
6245,9
6246,0
6247,4
6248,4
6249,5
6250,1
6251,5
6252,5
6253,4
6254,0
6255,9
6256,7
6257,0
6258,6
6259,6
6260,1
6261,7
6262,8
6263,5
6264,4
6265,2
6266,4
6267,2
6268,3
6269,4
6270,1
6271,2
6272,0
6273,8
6274,3
6275,6
6276,6
6277,3
6278,3
6279,3
6280,1
6281,3
6282,8
6283,8
6284,1
6285,1
6286,9
6287,6
6288,7
6289,1
6290,0
6291,0
6292,0
6293,0
6294,7
6295,8
6296,1
6297,8
6298,0
6299,4
6300,3
6301,9
6302,7
6303,9
6304,5
6305,5
6306,5
6307,3
6308,4
6309,6
6310,1
6311,3
6312,3
6313,8
6314,4
6315,1
6316,5
6317,4
6318,8
6319,2
6320,5
6321,7
6322,3
6323,7
6324,9
6325,6
6326,5
6327,1
6328,4
6329,8
6330,5
6331,7
6332,7
6333,8
6334,5
6335,7
6336,2
6337,1
6338,9
6339,1
6340,0
6341,9
6342,5
6343,3
6344,4
6345,7
6346,3
6347,0
6348,9
6349,5
6350,7
6351,3
6352,1
6353,9
6354,8
6355,5
6356,1
6357,7
6358,8
6359,6
6360,1
6361,5
6362,4
6363,4
6364,8
6365,9
6366,5
6367,8
6368,7
6369,0
6370,0
6371,7
6372,8
6373,9
6374,2
6375,3
6376,3
6377,4
6378,0
6379,6
6380,1
6381,7
6382,2
6383,3
6384,8
6385,2
6386,1
6387,5
6388,2
6389,3
6390,0
6391,0
6392,9
6393,1
6394,8
6395,4
6396,0
6397,7
6398,1
6399,2
6400,1
6401,0
6402,2
6403,0
6404,2
6405,0
6406,1
6407,4
6408,0
6409,8
6410,8
6411,4
6412,2
6413,4
6414,8
6415,4
6416,7
6417,0
6418,6
6419,5
6420,6
6421,4
6422,6
6423,9
6424,2
6425,9
6426,9
6427,5
6428,0
6429,2
6430,3
6431,5
6432,9
6433,7
6434,9
6435,5
6436,4
6437,6
6438,8
6439,1
6440,3
6441,9
6442,7
6443,3
6444,4
6445,0
6446,7
6447,1
6448,6
6449,4
6450,6
6451,8
6452,3
6453,3
6454,5
6455,0
6456,4
6457,8
6458,4
6459,7
6460,9
6461,4
6462,6
6463,0
6464,8
6465,3
6466,8
6467,8
6468,1
6469,2
6470,8
6471,3
6472,7
6473,5
6474,7
6475,4
6476,6
6477,9
6478,1
6479,5
6480,0
6481,6
6482,4
6483,4
6484,3
6485,0
6486,0
6487,6
6488,8
6489,7
6490,1
6491,5
6492,4
6493,4
6494,9
6495,8
6496,1
6497,5
6498,1
6499,9
6500,7
6501,0
6502,7
6503,7
6504,9
6505,0
6506,3
6507,4
6508,0
6509,4
6510,5
6511,9
6512,2
6513,5
6514,9
6515,0
6516,5
6517,6
6518,9
6519,3
6520,8
6521,1
6522,9
6523,7
6524,7
6525,8
6526,4
6527,6
6528,1
6529,9
6530,8
6531,6
6532,3
6533,5
6534,9
6535,5
6536,0
6537,3
6538,7
6539,4
6540,0
6541,3
6542,6
6543,3
6544,5
6545,6
6546,9
6547,8
6548,7
6549,3
6550,0
6551,4
6552,7
6553,5
6554,7
6555,4
6556,6
6557,3
6558,9
6559,2
6560,9
6561,5
6562,0
6563,1
6564,0
6565,6
6566,9
6567,0
6568,2
6569,8
6570,2
6571,2
6572,3
6573,5
6574,7
6575,1
6576,7
6577,9
6578,4
6579,3
6580,1
6581,2
6582,2
6583,2
6584,0
6585,8
6586,3
6587,7
6588,9
6589,0
6590,3
6591,2
6592,9
6593,1
6594,1
6595,1
6596,3
6597,1
6598,5
6599,6
6600,6
6601,5
6602,5
6603,0
6604,6
6605,3
6606,8
6607,3
6608,9
6609,1
6610,9
6611,6
6612,4
6613,4
6614,5
6615,4
6616,0
6617,1
6618,8
6619,6
6620,8
6621,0
6622,7
6623,0
6624,4
6625,4
6626,5
6627,4
6628,2
6629,7
6630,6
6631,2
6632,8
6633,8
6634,0
6635,7
6636,3
6637,2
6638,8
6639,2
6640,3
6641,7
6642,5
6643,1
6644,9
6645,5
6646,5
6647,3
6648,1
6649,1
6650,5
6651,7
6652,3
6653,8
6654,8
6655,8
6656,3
6657,0
6658,7
6659,5
6660,5
6661,0
6662,7
6663,7
6664,0
6665,1
6666,7
6667,7
6668,0
6669,5
6670,0
6671,8
6672,4
6673,8
6674,3
6675,5
6676,3
6677,8
6678,9
6679,0
6680,5
6681,7
6682,5
6683,8
6684,8
6685,0
6686,1
6687,8
6688,3
6689,1
6690,3
6691,5
6692,2
6693,7
6694,1
6695,0
6696,1
6697,4
6698,5
6699,9
6700,1
6701,9
6702,5
6703,4
6704,9
6705,6
6706,0
6707,5
6708,9
6709,9
6710,7
6711,5
6712,1
6713,3
6714,1
6715,5
6716,0
6717,8
6718,7
6719,5
6720,3
6721,0
6722,1
6723,2
6724,1
6725,9
6726,8
6727,3
6728,0
6729,4
6730,9
6731,0
6732,5
6733,7
6734,5
6735,4
6736,8
6737,2
6738,8
6739,4
6740,3
6741,6
6742,5
6743,3
6744,7
6745,1
6746,7
6747,0
6748,8
6749,0
6750,9
6751,2
6752,6
6753,7
6754,4
6755,9
6756,7
6757,2
6758,3
6759,1
6760,7
6761,4
6762,2
6763,9
6764,5
6765,7
6766,1
6767,7
6768,6
6769,7
6770,7
6771,6
6772,7
6773,2
6774,0
6775,4
6776,1
6777,2
6778,0
6779,9
6780,1
6781,3
6782,2
6783,1
6784,1
6785,1
6786,0
6787,7
6788,0
6789,0
6790,9
6791,7
6792,3
6793,0
6794,8
6795,2
6796,6
6797,5
6798,8
6799,6
6800,0
6801,5
6802,3
6803,5
6804,6
6805,4
6806,6
6807,9
6808,9
6809,6
6810,2
6811,7
6812,4
6813,6
6814,4
6815,5
6816,7
6817,1
6818,2
6819,1
6820,6
6821,0
6822,0
6823,0
6824,0
6825,0
6826,3
6827,9
6828,2
6829,6
6830,0
6831,3
6832,5
6833,8
6834,4
6835,5
6836,4
6837,0
6838,1
6839,1
6840,7
6841,7
6842,2
6843,1
6844,7
6845,0
6846,8
6847,0
6848,2
6849,9
6850,2
6851,0
6852,3
6853,2
6854,3
6855,2
6856,7
6857,5
6858,0
6859,4
6860,7
6861,2
6862,7
6863,1
6864,6
6865,9
6866,1
6867,5
6868,4
6869,9
6870,7
6871,9
6872,3
6873,5
6874,2
6875,2
6876,4
6877,0
6878,6
6879,2
6880,6
6881,8
6882,5
6883,3
6884,3
6885,7
6886,9
6887,7
6888,0
6889,9
6890,7
6891,8
6892,3
6893,4
6894,7
6895,0
6896,4
6897,1
6898,8
6899,5
6900,7
6901,1
6902,5
6903,6
6904,7
6905,7
6906,0
6907,6
6908,1
6909,4
6910,0
6911,5
6912,4
6913,8
6914,2
6915,1
6916,6
6917,1
6918,5
6919,3
6920,4
6921,1
6922,1
6923,8
6924,6
6925,8
6926,7
6927,0
6928,3
6929,0
6930,8
6931,2
6932,0
6933,3
6934,1
6935,4
6936,4
6937,4
6938,9
6939,0
6940,0
6941,4
6942,7
6943,3
6944,2
6945,9
6946,0
6947,2
6948,7
6949,2
6950,9
6951,5
6952,6
6953,3
6954,0
6955,5
6956,6
6957,2
6958,1
6959,9
6960,1
6961,1
6962,1
6963,5
6964,1
6965,8
6966,4
6967,9
6968,5
6969,0
6970,9
6971,0
6972,7
6973,7
6974,9
6975,2
6976,6
6977,8
6978,7
6979,5
6980,0
6981,2
6982,5
6983,3
6984,6
6985,7
6986,1
6987,8
6988,0
6989,5
6990,5
6991,8
6992,7
6993,6
6994,0
6995,7
6996,2
6997,9
6998,3
6999,3
7000,2
7001,9
7002,1
7003,0
7004,7
7005,3
7006,5
7007,6
7008,5
7009,0
7010,6
7011,8
7012,8
7013,2
7014,6
7015,5
7016,9
7017,8
7018,6
7019,2
7020,8
7021,3
7022,9
7023,1
7024,3
7025,2
7026,0
7027,7
7028,5
7029,9
7030,2
7031,3
7032,5
7033,3
7034,2
7035,1
7036,7
7037,6
7038,7
7039,2
7040,1
7041,4
7042,7
7043,0
7044,8
7045,7
7046,4
7047,1
7048,6
7049,5
7050,3
7051,5
7052,5
7053,3
7054,7
7055,4
7056,8
7057,2
7058,3
7059,0
7060,8
7061,7
7062,1
7063,1
7064,1
7065,9
7066,6
7067,7
7068,5
7069,6
7070,4
7071,0
7072,7
7073,6
7074,2
7075,6
7076,8
7077,1
7078,7
7079,8
7080,8
7081,6
7082,0
7083,5
7084,7
7085,2
7086,8
7087,7
7088,0
7089,4
7090,1
7091,7
7092,1
7093,7
7094,6
7095,5
7096,3
7097,3
7098,7
7099,7
7100,2
7101,4
7102,2
7103,1
7104,9
7105,1
7106,6
7107,1
7108,4
7109,6
7110,5
7111,4
7112,0
7113,4
7114,3
7115,8
7116,4
7117,4
7118,2
7119,4
7120,3
7121,7
7122,0
7123,7
7124,8
7125,3
7126,6
7127,9
7128,5
7129,3
7130,4
7131,1
7132,4
7133,4
7134,7
7135,9
7136,0
7137,8
7138,7
7139,3
7140,4
7141,7
7142,1
7143,2
7144,3
7145,0
7146,9
7147,3
7148,0
7149,4
7150,1
7151,5
7152,5
7153,1
7154,1
7155,0
7156,1
7157,8
7158,1
7159,7
7160,4
7161,4
7162,6
7163,7
7164,0
7165,3
7166,5
7167,6
7168,8
7169,4
7170,5
7171,8
7172,0
7173,1
7174,5
7175,8
7176,6
7177,2
7178,6
7179,9
7180,5
7181,9
7182,8
7183,1
7184,4
7185,2
7186,3
7187,4
7188,4
7189,5
7190,4
7191,7
7192,5
7193,1
7194,4
7195,3
7196,9
7197,1
7198,0
7199,3
7200,0
7201,5
7202,0
7203,9
7204,4
7205,5
7206,9
7207,1
7208,2
7209,1
7210,2
7211,8
7212,2
7213,7
7214,1
7215,3
7216,0
7217,2
7218,2
7219,1
7220,5
7221,1
7222,7
7223,5
7224,1
7225,5
7226,2
7227,8
7228,8
7229,5
7230,5
7231,8
7232,6
7233,2
7234,3
7235,5
7236,2
7237,7
7238,9
7239,7
7240,5
7241,5
7242,1
7243,5
7244,7
7245,6
7246,9
7247,1
7248,1
7249,0
7250,5
7251,3
7252,8
7253,9
7254,1
7255,7
7256,9
7257,6
7258,4
7259,1
7260,0
7261,9
7262,4
7263,0
7264,3
7265,6
7266,3
7267,7
7268,4
7269,3
7270,2
7271,5
7272,0
7273,6
7274,1
7275,5
7276,0
7277,3
7278,5
7279,3
7280,4
7281,8
7282,7
7283,6
7284,9
7285,6
7286,3
7287,3
7288,6
7289,5
7290,2
7291,2
7292,4
7293,6
7294,7
7295,9
7296,5
7297,5
7298,0
7299,0
7300,3
7301,5
7302,1
7303,4
7304,8
7305,1
7306,1
7307,2
7308,4
7309,2
7310,8
7311,7
7312,4
7313,7
7314,0
7315,4
7316,9
7317,6
7318,5
7319,4
7320,2
7321,6
7322,4
7323,5
7324,9
7325,1
7326,5
7327,8
7328,0
7329,6
7330,0
7331,6
7332,2
7333,0
7334,0
7335,0
7336,1
7337,5
7338,3
7339,5
7340,5
7341,4
7342,5
7343,7
7344,4
7345,7
7346,0
7347,9
7348,5
7349,7
7350,2
7351,3
7352,6
7353,0
7354,9
7355,5
7356,7
7357,2
7358,5
7359,0
7360,6
7361,0
7362,5
7363,0
7364,7
7365,8
7366,3
7367,2
7368,7
7369,3
7370,3
7371,3
7372,0
7373,3
7374,5
7375,5
7376,6
7377,9
7378,3
7379,9
7380,3
7381,4
7382,3
7383,8
7384,5
7385,5
7386,9
7387,1
7388,0
7389,3
7390,1
7391,7
7392,0
7393,3
7394,1
7395,2
7396,3
7397,6
7398,7
7399,7
7400,3
7401,3
7402,7
7403,8
7404,7
7405,9
7406,4
7407,5
7408,1
7409,3
7410,1
7411,5
7412,0
7413,4
7414,6
7415,0
7416,6
7417,4
7418,4
7419,1
7420,7
7421,9
7422,8
7423,5
7424,1
7425,5
7426,8
7427,8
7428,1
7429,9
7430,6
7431,2
7432,1
7433,7
7434,8
7435,6
7436,9
7437,2
7438,4
7439,3
7440,7
7441,1
7442,9
7443,8
7444,5
7445,3
7446,8
7447,0
7448,1
7449,4
7450,4
7451,1
7452,0
7453,0
7454,2
7455,0
7456,1
7457,3
7458,7
7459,2
7460,7
7461,2
7462,3
7463,6
7464,8
7465,4
7466,3
7467,1
7468,7
7469,0
7470,5
7471,6
7472,7
7473,0
7474,3
7475,1
7476,5
7477,7
7478,6
7479,6
7480,0
7481,5
7482,1
7483,9
7484,6
7485,8
7486,6
7487,8
7488,4
7489,6
7490,4
7491,4
7492,9
7493,1
7494,4
7495,7
7496,6
7497,7
7498,7
7499,0
7500,5
7501,6
7502,6
7503,5
7504,3
7505,3
7506,0
7507,2
7508,3
7509,0
7510,8
7511,0
7512,6
7513,0
7514,4
7515,3
7516,3
7517,5
7518,6
7519,3
7520,4
7521,1
7522,6
7523,6
7524,1
7525,2
7526,1
7527,4
7528,8
7529,0
7530,3
7531,6
7532,7
7533,2
7534,6
7535,1
7536,6
7537,2
7538,5
7539,7
7540,1
7541,8
7542,4
7543,5
7544,5
7545,9
7546,5
7547,4
7548,9
7549,9
7550,1
7551,8
7552,0
7553,3
7554,0
7555,7
7556,5
7557,6
7558,3
7559,4
7560,1
7561,4
7562,6
7563,2
7564,8
7565,9
7566,1
7567,2
7568,3
7569,5
7570,4
7571,6
7572,9
7573,2
7574,9
7575,8
7576,1
7577,0
7578,3
7579,6
7580,7
7581,5
7582,7
7583,2
7584,3
7585,4
7586,0
7587,2
7588,5
7589,3
7590,8
7591,8
7592,9
7593,0
7594,4
7595,2
7596,5
7597,9
7598,7
7599,6
7600,3
7601,9
7602,6
7603,7
7604,7
7605,7
7606,7
7607,8
7608,4
7609,6
7610,6
7611,1
7612,8
7613,5
7614,6
7615,1
7616,8
7617,9
7618,6
7619,8
7620,7
7621,2
7622,1
7623,0
7624,1
7625,0
7626,7
7627,4
7628,5
7629,2
7630,9
7631,7
7632,0
7633,5
7634,5
7635,9
7636,2
7637,8
7638,8
7639,6
7640,1
7641,3
7642,1
7643,7
7644,8
7645,7
7646,2
7647,9
7648,7
7649,9
7650,7
7651,4
7652,3
7653,3
7654,7
7655,7
7656,8
7657,1
7658,5
7659,3
7660,3
7661,7
7662,7
7663,2
7664,1
7665,5
7666,4
7667,5
7668,9
7669,7
7670,7
7671,3
7672,8
7673,4
7674,0
7675,9
7676,2
7677,2
7678,1
7679,9
7680,4
7681,4
7682,3
7683,6
7684,2
7685,7
7686,9
7687,3
7688,4
7689,6
7690,1
7691,3
7692,0
7693,2
7694,8
7695,2
7696,3
7697,1
7698,2
7699,1
7700,1
7701,1
7702,6
7703,5
7704,0
7705,5
7706,8
7707,3
7708,8
7709,0
7710,3
7711,9
7712,7
7713,5
7714,7
7715,6
7716,1
7717,7
7718,1
7719,8
7720,1
7721,3
7722,6
7723,3
7724,3
7725,5
7726,0
7727,7
7728,8
7729,9
7730,8
7731,9
7732,7
7733,2
7734,5
7735,9
7736,5
7737,6
7738,3
7739,8
7740,2
7741,2
7742,0
7743,5
7744,2
7745,3
7746,2
7747,0
7748,6
7749,3
7750,9
7751,6
7752,7
7753,8
7754,4
7755,5
7756,1
7757,3
7758,4
7759,0
7760,8
7761,3
7762,0
7763,2
7764,5
7765,6
7766,4
7767,0
7768,2
7769,1
7770,7
7771,7
7772,8
7773,0
7774,6
7775,3
7776,7
7777,6
7778,6
7779,9
7780,1
7781,5
7782,3
7783,3
7784,7
7785,7
7786,6
7787,9
7788,3
7789,6
7790,4
7791,5
7792,7
7793,6
7794,5
7795,2
7796,7
7797,4
7798,1
7799,3
7800,3
7801,1
7802,5
7803,1
7804,0
7805,1
7806,4
7807,8
7808,4
7809,3
7810,7
7811,5
7812,6
7813,4
7814,6
7815,1
7816,1
7817,7
7818,3
7819,2
7820,7
7821,5
7822,5
7823,1
7824,6
7825,2
7826,4
7827,1
7828,9
7829,5
7830,6
7831,6
7832,6
7833,0
7834,6
7835,1
7836,8
7837,4
7838,2
7839,5
7840,7
7841,8
7842,3
7843,7
7844,8
7845,3
7846,6
7847,4
7848,8
7849,8
7850,3
7851,3
7852,0
7853,5
7854,7
7855,6
7856,0
7857,3
7858,8
7859,7
7860,4
7861,0
7862,3
7863,2
7864,3
7865,0
7866,4
7867,6
7868,4
7869,7
7870,3
7871,1
7872,8
7873,0
7874,0
7875,5
7876,8
7877,1
7878,8
7879,9
7880,4
7881,9
7882,4
7883,1
7884,0
7885,4
7886,3
7887,9
7888,7
7889,1
7890,2
7891,0
7892,4
7893,6
7894,9
7895,7
7896,0
7897,7
7898,5
7899,5
7900,7
7901,5
7902,6
7903,5
7904,5
7905,0
7906,7
7907,5
7908,4
7909,9
7910,5
7911,7
7912,0
7913,9
7914,4
7915,3
7916,4
7917,5
7918,1
7919,3
7920,0
7921,7
7922,1
7923,8
7924,0
7925,6
7926,8
7927,8
7928,9
7929,9
7930,3
7931,1
7932,4
7933,6
7934,6
7935,6
7936,7
7937,4
7938,1
7939,5
7940,0
7941,6
7942,4
7943,1
7944,6
7945,4
7946,1
7947,8
7948,3
7949,8
7950,9
7951,4
7952,9
7953,9
7954,9
7955,0
7956,7
7957,1
7958,9
7959,0
7960,6
7961,9
7962,7
7963,0
7964,4
7965,9
7966,2
7967,8
7968,1
7969,7
7970,5
7971,5
7972,6
7973,4
7974,7
7975,6
7976,5
7977,1
7978,9
7979,9
7980,0
7981,2
7982,2
7983,3
7984,8
7985,6
7986,9
7987,4
7988,1
7989,4
7990,7
7991,5
7992,4
7993,9
7994,1
7995,5
7996,5
7997,5
7998,8
7999,8
8000,2
8001,2
8002,7
8003,1
8004,7
8005,0
8006,5
8007,3
8008,4
8009,9
8010,5
8011,9
8012,7
8013,6
8014,9
8015,5
8016,0
8017,7
8018,7
8019,9
8020,2
8021,8
8022,7
8023,7
8024,6
8025,0
8026,2
8027,8
8028,7
8029,5
8030,4
8031,3
8032,9
8033,3
8034,0
8035,3
8036,8
8037,0
8038,8
8039,6
8040,6
8041,0
8042,0
8043,7
8044,4
8045,4
8046,5
8047,5
8048,7
8049,1
8050,0
8051,2
8052,0
8053,5
8054,7
8055,1
8056,6
8057,1
8058,4
8059,5
8060,0
8061,6
8062,5
8063,4
8064,3
8065,9
8066,3
8067,5
8068,4
8069,7
8070,8
8071,3
8072,6
8073,5
8074,5
8075,6
8076,7
8077,6
8078,1
8079,4
8080,2
8081,9
8082,6
8083,3
8084,4
8085,8
8086,0
8087,5
8088,5
8089,4
8090,2
8091,0
8092,6
8093,4
8094,7
8095,3
8096,3
8097,4
8098,5
8099,0
8100,8
8101,3
8102,5
8103,2
8104,9
8105,6
8106,0
8107,4
8108,5
8109,5
8110,2
8111,9
8112,3
8113,9
8114,6
8115,5
8116,3
8117,1
8118,7
8119,6
8120,4
8121,9
8122,1
8123,8
8124,9
8125,9
8126,9
8127,8
8128,6
8129,4
8130,8
8131,5
8132,6
8133,0
8134,7
8135,0
8136,0
8137,0
8138,6
8139,3
8140,6
8141,3
8142,6
8143,8
8144,9
8145,6
8146,9
8147,6
8148,4
8149,6
8150,6
8151,3
8152,5
8153,0
8154,0
8155,5
8156,3
8157,9
8158,3
8159,1
8160,9
8161,6
8162,8
8163,9
8164,0
8165,3
8166,0
8167,8
8168,3
8169,5
8170,5
8171,9
8172,0
8173,7
8174,8
8175,7
8176,1
8177,4
8178,8
8179,2
8180,0
8181,4
8182,0
8183,0
8184,0
8185,4
8186,2
8187,5
8188,5
8189,0
8190,9
8191,0
8192,6
8193,9
8194,4
8195,9
8196,5
8197,0
8198,5
8199,0
8200,9
8201,6
8202,0
8203,3
8204,3
8205,3
8206,8
8207,4
8208,8
8209,1
8210,7
8211,0
8212,1
8213,5
8214,6
8215,6
8216,6
8217,9
8218,2
8219,5
8220,1
8221,8
8222,9
8223,5
8224,5
8225,3
8226,0
8227,5
8228,5
8229,6
8230,6
8231,5
8232,1
8233,7
8234,0
8235,1
8236,9
8237,5
8238,1
8239,0
8240,3
8241,3
8242,0
8243,1
8244,2
8245,7
8246,5
8247,3
8248,4
8249,6
8250,8
8251,3
8252,1
8253,4
8254,6
8255,9
8256,3
8257,9
8258,2
8259,0
8260,1
8261,8
8262,4
8263,9
8264,0
8265,4
8266,9
8267,6
8268,0
8269,3
8270,3
8271,7
8272,1
8273,9
8274,1
8275,1
8276,0
8277,2
8278,5
8279,5
8280,1
8281,0
8282,6
8283,6
8284,3
8285,7
8286,8
8287,1
8288,2
8289,8
8290,9
8291,9
8292,5
8293,0
8294,2
8295,4
8296,5
8297,7
8298,4
8299,3
8300,1
8301,5
8302,9
8303,7
8304,5
8305,3
8306,4
8307,5
8308,0
8309,0
8310,2
8311,9
8312,4
8313,7
8314,9
8315,5
8316,0
8317,3
8318,2
8319,8
8320,2
8321,0
8322,0
8323,0
8324,9
8325,8
8326,4
8327,2
8328,9
8329,8
8330,7
8331,3
8332,3
8333,5
8334,5
8335,8
8336,3
8337,3
8338,8
8339,3
8340,2
8341,9
8342,1
8343,7
8344,7
8345,4
8346,9
8347,6
8348,6
8349,6
8350,6
8351,0
8352,6
8353,5
8354,5
8355,4
8356,6
8357,8
8358,1
8359,6
8360,6
8361,3
8362,1
8363,5
8364,9
8365,7
8366,4
8367,0
8368,5
8369,0
8370,3
8371,7
8372,6
8373,6
8374,3
8375,3
8376,1
8377,0
8378,1
8379,3
8380,4
8381,0
8382,4
8383,7
8384,4
8385,5
8386,4
8387,6
8388,8
8389,1
8390,7
8391,7
8392,1
8393,1
8394,7
8395,6
8396,5
8397,2
8398,4
8399,2
8400,0
8401,5
8402,8
8403,7
8404,9
8405,0
8406,8
8407,0
8408,5
8409,6
8410,0
8411,9
8412,8
8413,8
8414,1
8415,7
8416,7
8417,9
8418,3
8419,7
8420,4
8421,0
8422,0
8423,4
8424,2
8425,0
8426,0
8427,8
8428,9
8429,5
8430,4
8431,5
8432,8
8433,8
8434,1
8435,3
8436,3
8437,6
8438,6
8439,5
8440,4
8441,0
8442,4
8443,1
8444,2
8445,1
8446,3
8447,7
8448,5
8449,3
8450,7
8451,8
8452,4
8453,0
8454,2
8455,7
8456,8
8457,0
8458,0
8459,3
8460,4
8461,2
8462,6
8463,0
8464,9
8465,5
8466,5
8467,1
8468,5
8469,8
8470,9
8471,1
8472,8
8473,7
8474,5
8475,7
8476,8
8477,7
8478,0
8479,1
8480,0
8481,4
8482,5
8483,8
8484,3
8485,1
8486,0
8487,7
8488,6
8489,7
8490,5
8491,2
8492,7
8493,7
8494,3
8495,0
8496,0
8497,6
8498,5
8499,3
8500,4
8501,3
8502,2
8503,4
8504,9
8505,3
8506,2
8507,0
8508,7
8509,6
8510,6
8511,1
8512,8
8513,7
8514,1
8515,5
8516,5
8517,2
8518,2
8519,5
8520,5
8521,7
8522,6
8523,5
8524,6
8525,3
8526,7
8527,8
8528,3
8529,4
8530,3
8531,8
8532,3
8533,6
8534,6
8535,5
8536,3
8537,6
8538,4
8539,5
8540,1
8541,4
8542,5
8543,8
8544,4
8545,4
8546,7
8547,3
8548,3
8549,7
8550,1
8551,0
8552,4
8553,4
8554,2
8555,0
8556,3
8557,1
8558,0
8559,2
8560,5
8561,6
8562,8
8563,3
8564,5
8565,3
8566,9
8567,4
8568,6
8569,2
8570,9
8571,4
8572,8
8573,3
8574,8
8575,7
8576,9
8577,0
8578,7
8579,8
8580,2
8581,1
8582,1
8583,3
8584,4
8585,9
8586,2
8587,9
8588,6
8589,2
8590,9
8591,0
8592,1
8593,2
8594,2
8595,8
